t,ytt,x,xt,xtt,f,
0.74,5.2,0.21416161581128176,-0.34675844395472805,-4.924036850209932,0.4283232316225635,
0.76,6.3,0.20455017540135914,-0.6127859745603061,-2.644302375631236,0.4091003508027183,
0.78,5.6,0.18950857088506246,-0.889047219349468,-0.8463355954451419,0.3790171417701249,
0.8,3.7,0.16923476981830457,-1.1353545804589957,-0.6531023229615931,0.33846953963660914,
0.82,1.5,0.14460426473396454,-1.3242163776105325,-1.509529737298763,0.2892085294679291,
0.84,-1.2,0.11685267498756427,-1.447135130676623,-2.5676016099110686,0.23370534997512854,
0.86,-2.6,0.0874146136078088,-1.4927387600812454,-4.088241366044625,0.1748292272156176,
0.88,-2.9,0.057580775211277614,-1.4867256341513968,-4.312715530155012,0.11516155042255523,
0.9,-2.4,0.028160861572798426,-1.4514375761856262,-3.464567178090766,0.05632172314559685,
0.92,-1.3,-0.00042600893101202026,-1.4035468188708273,-1.8540571565022517,-0.000852017862024039,
0.94,0.3,-0.028055484452724044,-1.355823888149225,0.31871969530573563,-0.05611096890544809,
0.96,1.5,-0.05483804853682002,-1.318953508537138,2.9621531390862135,-0.10967609707364004,
0.98,1.5,-0.08091633432635531,-1.2854844857971734,5.179065071575744,-0.16183266865271062,
1,2.1,-0.1061243911986117,-1.2320702414685425,6.154102572063488,-0.2122487823972234,
1.02,2.9,-0.13019224630859286,-1.1716232357448606,7.68147542264293,-0.2603844926171857,
1.04,1.3,-0.15302895735207075,-1.1091204740829739,9.359469651903465,-0.3060579147041415,
1.06,-0.8,-0.17412518865562496,-0.997865655640954,8.550373402748026,-0.3482503773112499,
1.08,-1.7,-0.19242619198411676,-0.8300367408145832,7.109598044423543,-0.3848523839682335,
1.1,-0.9,-0.2070687738633286,-0.6325423642938436,6.7132103807687225,-0.4141375477266572,
1.12,-0.5,-0.21783088725115957,-0.44249131634553257,7.866434030273986,-0.43566177450231913,
1.14,0.2,-0.2248112763962228,-0.2548646773310897,8.471275171494252,-0.4496225527924456,
1.16,0.7,-0.228147636153896,-0.07855381115881627,9.236521744656265,-0.456295272307792,
1.18,0.3,-0.22805365299403943,0.08773068709305314,9.670123659249997,-0.45610730598807886,
1.2,-0.3,-0.22457624384756492,0.2593367389079474,9.068147091381077,-0.44915248769512983,
1.22,-1,-0.21759642192328577,0.4375026971584217,8.125427782783198,-0.43519284384657153,
1.24,-1.3,-0.20699145089237872,0.621367309016198,6.9374449820788335,-0.41398290178475744,
1.26,-2.2,-0.1927562929816863,0.8000500615081718,6.008101662710308,-0.3855125859633726,
1.28,-4.1,-0.17490293583406907,0.9827059764163842,4.334419715947691,-0.34980587166813815,
1.3,-5.3,-0.15318164620511454,1.1863078413035504,1.5001414783122229,-0.3063632924102291,
1.32,-4.4,-0.1273460664929319,1.39358879811607,-0.7979494063541424,-0.2546921329858638,
1.34,-3.6,-0.09777384105090184,1.5595325356123855,-1.1279733870401274,-0.19554768210180368,
1.36,-3.2,-0.06529590639305836,1.6838296056383533,-1.6570097458362634,-0.13059181278611673,
1.38,-2.4,-0.03068304194846204,1.7727889251583029,-2.657007736223719,-0.06136608389692408,
1.4,-0.2,0.005266019885269015,1.8173293097196368,-3.293011141171735,0.01053203977053803,
1.42,3.3,0.041379128265719226,1.789263274392073,-2.5081188687585128,0.08275825653143845,
1.44,3.5,0.07595312277190891,1.6637430436319716,-0.3257254499446893,0.15190624554381782,
1.46,2.3,0.10772094023239351,1.5090516216674332,-1.3215513218506394,0.21544188046478702,
1.48,0.6,0.13640388178437998,1.3556598785945522,-3.5960811417822467,0.27280776356875996,
1.5,-0.2,0.16215165733612083,1.2159042307046872,-6.259875939392118,0.32430331467224166,
1.52,0,0.18507902290960468,1.0739928396240161,-7.911512718028312,0.37015804581920936,
1.54,0.7,0.20496608669845107,0.9122991171581667,-8.43566542993325,0.40993217339690213,
1.56,1.5,0.22134402199904987,0.7235758788912383,-8.311093414559307,0.44268804399809975,
1.58,1.7,0.2336833651954196,0.5090040030093547,-7.917339466756578,0.4673667303908392,
1.6,1.7,0.24162174927714303,0.28407228776717613,-7.945937049738937,0.48324349855428606,
1.62,2.6,0.2450277625039528,0.05636699729458758,-7.994558190145034,0.4900555250079056,
1.64,3.7,0.24370262434007023,-0.1883986434634919,-6.9499693596649905,0.48740524868014046,
1.66,4.6,0.2373046705849871,-0.45022538004778545,-5.4986819152484605,0.4746093411699742,
1.68,7.2,0.22557460400307877,-0.7208969435642946,-4.0335566727434715,0.45114920800615754,
1.7,8.8,0.20803989532576195,-1.0298773632781688,-0.6248312470084629,0.4160797906515239,
1.72,8.4,0.18418414850962234,-1.35215200915035,2.038450567252152,0.3683682970192447,
1.74,7.7,0.15419136581250262,-1.6428128858784004,2.932094736687568,0.30838273162500524,
1.76,6.6,0.11879783026851141,-1.8915690834593093,3.723154390530534,0.23759566053702283,
1.78,4.2,0.07895846226543185,-2.0868781291859873,4.269579373237932,0.1579169245308637,
1.8,4.2,0.03602936021838318,-2.2002388219642763,3.6070883655879697,0.07205872043676637,
1.82,5.5,-0.008814830147705895,-2.2781794130676483,5.406848950600953,-0.01762966029541179,
1.84,7.4,-0.0551141703432219,-2.3455755221823997,8.560081372198798,-0.1102283406864438,
1.86,6.5,-0.10276721238875929,-2.413370909302075,12.366906325005221,-0.20553442477751857,
1.88,4.3,-0.15121338243022558,-2.4248547233455495,13.383813753134039,-0.30242676486045117,
1.9,2,-0.1990683895819378,-2.3544354112661003,13.046506254708886,-0.3981367791638756,
1.92,1.9,-0.24468934898445757,-2.20184732506279,12.490025188236002,-0.48937869796891514,
1.94,2.4,-0.28689926173995856,-2.013824292345988,13.985522737646509,-0.5737985234799171,
1.96,2.8,-0.32514032197245324,-1.8055100019865236,15.916686645830593,-0.6502806439449065,
1.98,4.8,-0.3590205873463222,-1.5783425187071463,17.568585787214047,-0.7180411746926444,
2,5.8,-0.38851847739855405,-1.3678283803779379,20.653753848689256,-0.7770369547971081,
2.02,7.3,-0.41380016757789545,-1.157277552765692,22.572459179345213,-0.8276003351557909,
2.04,8.5,-0.4349977094148065,-0.9599345333624916,24.834908022569305,-0.869995418829613,
2.06,6.1,-0.45234592681108216,-0.7728389083576744,26.649254804706587,-0.9046918536221643,
2.08,2.9,-0.46536148724479504,-0.5273126062400788,24.67052729962397,-0.9307229744895901,
2.1,0.2,-0.47275792316024834,-0.21175414893418665,21.643564149728064,-0.9455158463204967,
2.12,-0.6,-0.47328734345915585,0.15841639166637964,18.824913819265426,-0.9465746869183117,
2.14,-1.3,-0.46629703652426807,0.5392153952630148,17.60538972064407,-0.9325940730485361,
2.16,-2.3,-0.4516548595610446,0.922592942605986,16.182809813498956,-0.9033097191220892,
2.18,-2.2,-0.42930998588851,1.3084680258733303,14.155198080122497,-0.85861997177702,
2.2,-1.7,-0.39949252886829434,1.6688996568425005,12.94217253630155,-0.7989850577365887,
2.22,-1.3,-0.3628465809597628,1.9904671493772679,11.87422041259935,-0.7256931619195256,
2.24,-2.6,-0.3201782516232741,2.2703974284734096,10.484211059574102,-0.6403565032465482,
2.26,-5.2,-0.27202363982976463,2.538388251296824,7.182113025588836,-0.5440472796595293,
2.28,-9.2,-0.218404156780058,2.8161529285550317,2.3605858656826193,-0.436808313560116,
2.3,-11.1,-0.15888962623062863,3.127075351442784,-4.106168616824701,-0.31777925246125727,
2.32,-9.8,-0.09328588774971903,3.424289439300996,-8.708147472376154,-0.18657177549943807,
2.34,-7.7,-0.022550808859724058,3.639636888609717,-10.281840531838656,-0.04510161771944812,
2.36,-3.5,0.05148897496992689,3.754451337352211,-11.14809806464541,0.10297794993985376,
2.38,-0.3,0.12639124360106727,3.725952028591963,-9.894377118895303,0.25278248720213453,
2.4,0.1,0.1995004619450554,3.575535612597396,-9.523907718511275,0.3990009238901108,
2.42,0.3,0.2689658095744144,3.362123801057163,-11.78583536373608,0.5379316191488288,
2.44,1.4,0.3336039254253523,3.093517235881012,-14.036383605034635,0.6672078508507046,
2.46,2.6,0.39217661396982084,2.756465513983517,-15.121675157995972,0.7843532279396417,
2.48,7.5,0.4433514903515295,2.354791038096633,-15.790550588734742,0.886702980703059,
2.5,10.1,0.48516536018976375,1.821762193433921,-12.34034886355754,0.9703307203795275,
2.52,10.3,0.515539770012488,1.2124467190685786,-10.709775976866776,1.031079540024976,
2.54,8.8,0.5335268657948856,0.5846845152624898,-10.98321728033242,1.0670537315897712,
2.56,8.7,0.5391962008523694,-0.01773983307049576,-12.479925028422805,1.0783924017047388,
2.58,8.7,0.532869254180425,-0.6133731345064557,-12.105598721064325,1.06573850836085,
2.6,8.2,0.514755413557817,-1.194895469836486,-11.171264200957689,1.029510827115634,
2.62,7.6,0.4853274257450299,-1.743340169275003,-10.302735028189783,0.9706548514900598,
2.64,5,0.4453515377936988,-2.2483516799775005,-9.134165375301984,0.8907030755873976,
2.66,2,0.3961723078921449,-2.6625770804866558,-9.636487902767355,0.7923446157842898,
2.68,-1,0.33974595676043656,-2.9722413343661787,-10.292124175491592,0.6794919135208731,
2.7,-2.6,0.2782073669356809,-3.1732646236930546,-10.786894032932654,0.5564147338713618,
2.72,-3.8,0.21347677428447495,-3.291126015343351,-9.786999966612743,0.4269535485689499,
2.74,-5,0.14715221703047499,-3.332547379482126,-8.352995911521614,0.29430443406094997,
2.76,-6.3,0.08076527876169981,-3.2974521098431966,-6.945375244025019,0.16153055752339962,
2.78,-5.7,0.015856942312798362,-3.184979111581202,-5.725298153099205,0.031713884625596725,
2.8,-5,-0.046425290167465,-3.0352342469019487,-2.7229466539263902,-0.09285058033493,
2.82,-4.1,-0.10538131680899746,-2.8528374069347433,0.2357819974241746,-0.2107626336179949,
2.84,-1.6,-0.16042827430187195,-2.6448740246232862,3.230548425086943,-0.3208565486037439,
2.86,0.5,-0.21140761880986297,-2.4465993437022564,7.668384483052893,-0.42281523761972595,
2.88,0.8,-0.2584641875006934,-2.2531067823896644,11.55315837576036,-0.5169283750013868,
2.9,0.3,-0.3013652423584845,-2.031630131890023,13.463329404925522,-0.602730484716969,
2.92,-1.7,-0.3394279690468539,-1.7699613644021372,14.367338822975828,-0.6788559380937078,
2.94,-4.7,-0.37159285598002306,-1.4427049477821903,13.51378489900522,-0.7431857119600461,
2.96,-7,-0.3964036732211485,-1.0356227706061985,11.339810337888949,-0.792807346442297,
2.98,-6.2,-0.4124714007610623,-0.5696209035737732,9.498460230619319,-0.8249428015221246,
3,-5.8,-0.4193115640774835,-0.11406782835354928,10.39675959117515,-0.838623128154967,
3.02,-5.5,-0.4171246908698368,0.3319065700530561,10.54229691018909,-0.8342493817396736,
3.04,-5,-0.4061522111251976,0.7633546464762958,10.246468679799271,-0.8123044222503952,
3.06,-3.1,-0.38679174821339285,1.1696324294063203,9.828985124173002,-0.7735834964267857,
3.08,-2.5,-0.35988840240551206,1.5167244861592928,10.536032980741304,-0.7197768048110241,
3.1,-5.2,-0.32641865755632327,1.8254562336988491,9.698311289673715,-0.6528373151126465,
3.12,-8.2,-0.2865389940419624,2.1568441343740967,5.298994984222531,-0.5730779880839248,
3.14,-9.7,-0.2397898264517126,2.511473192578702,0.31971981815795125,-0.4795796529034252,
3.16,-8.8,-0.18606218367550825,2.8537885635001943,-3.430412354798521,-0.3721243673510165,
3.18,-6.3,-0.12613382397506834,3.1308107822278135,-5.000724081464935,-0.2522676479501367,
3.2,-3.4,-0.06166982802695683,3.306882091226922,-5.11203795365323,-0.12333965605391367,
3.22,-3.3,0.005208298511507274,3.3720455152988276,-4.8768465938574215,0.010416597023014534,
3.24,-4.3,0.07283542311951052,3.381753032712687,-7.450318108361127,0.14567084623902102,
3.26,-4.1,0.14032277263219967,3.358128312803729,-11.105705565853206,0.28064554526439933,
3.28,-3.2,0.20676997191543095,3.2779460336489956,-13.498707840699698,0.4135399438308619,
3.3,-2.8,0.2709218030616466,3.128980118192055,-15.075161793698049,0.5418436061232932,
3.32,-2.8,0.331529042946609,2.9240238759151422,-16.99057303671872,0.663058085893218,
3.34,-2.8,0.3875866043026514,2.6746669609270706,-19.109631511544652,0.7751732086053028,
3.36,-2,0.43824792514088207,2.385160607012388,-21.000518967829542,0.8764958502817641,
3.38,-1.6,0.4825981954857417,2.0444570006081166,-21.82295522773832,0.9651963909714834,
3.4,-3.2,0.5197493375729791,1.6662425593749406,-22.74704004432993,1.0394986751459583,
3.42,-3.2,0.5494110183484302,1.2964860674288021,-25.378641351384513,1.0988220366968604,
3.44,-2.6,0.5714914483802108,0.9091375177952281,-26.104314826114045,1.1429828967604216,
3.46,-1.2,0.585581120279639,0.4984913637013507,-25.905742824356903,1.171162240559278,
3.48,-0.2,0.5911205175771425,0.055276472416551606,-24.55734138657356,1.182241035154285,
3.5,1.1,0.5876093683437985,-0.4053500811074431,-23.245074651276465,1.175218736687597,
3.52,4.9,0.5747130776699053,-0.881982188782598,-21.256263431152853,1.1494261553398106,
3.54,7.9,0.5516893058708885,-1.4166920998071242,-16.34574046585068,1.103378611741777,
3.56,8.4,0.5176229548126414,-1.9847446666581186,-11.786704060011935,1.0352459096252828,
3.58,6.4,0.4724363718991261,-2.527283615791554,-9.29827690441218,0.9448727437982521,
3.6,4.1,0.4172221302761036,-2.986295622667937,-8.945462566065126,0.8344442605522072,
3.62,2.9,0.3537787537093099,-3.349234707589921,-8.60399364018376,0.7075575074186198,
3.64,3.8,0.28386100782067963,-3.6329799087757975,-6.936782249292639,0.5677220156413593,
3.66,5.9,0.20867519317927286,-3.875400108769133,-2.977174998629671,0.4173503863585457,
3.68,9.2,0.12884488930390156,-4.096843855194552,2.3578814008794113,0.2576897786078031,
3.7,12.1,0.04458439661084259,-4.317836415391214,9.06766455139832,0.0891687932216852,
3.72,12.6,-0.04398277858401117,-4.526960142651866,15.542994267609451,-0.08796555716802233,
3.74,10.6,-0.13610873338663904,-4.673324843465635,19.73515937576632,-0.27221746677327807,
3.76,5.4,-0.23002021405230144,-4.705421370641854,21.454736133006783,-0.4600404281046029,
3.78,0.5,-0.32279483919685775,-4.5600121124096455,19.862513528660152,-0.6455896783937155,
3.8,-1,-0.410973856971301,-4.246676683162473,18.3255569423858,-0.821947713942602,
3.82,-2.7,-0.49193372197564333,-3.8391654940163167,19.868096203250364,-0.9838674439512867,
3.84,-2.3,-0.5638198717616512,-3.3406139924151557,20.818098156287807,-1.1276397435233023,
3.86,-0.1,-0.6253128827010014,-2.8012709375266964,23.442417380420522,-1.2506257654020028,
3.88,2.5,-0.6760425013731616,-2.265686816825745,27.443231994593056,-1.3520850027463232,
3.9,4.5,-0.7162477809185955,-1.7501970710862924,31.436137754601717,-1.432495561837191,
3.92,5,-0.7462912824568348,-1.2508263369063208,34.43394932303538,-1.4925825649136697,
3.94,4.5,-0.7662744029641113,-0.7454907080270935,35.53234425554574,-1.5325488059282226,
3.96,4.6,-0.7759584998413698,-0.22230207318249062,35.21741960758686,-1.5519169996827396,
3.98,4.9,-0.7751893399777677,0.2984620600564291,35.090730940258695,-1.5503786799555355,
4,3.7,-0.7641371715612407,0.8046635470099136,34.763575355359436,-1.5282743431224814,
4.02,0.9,-0.7428734164082451,1.3182672833901186,32.53049190258447,-1.4857468328164902,
4.04,-0.8,-0.7110125159352905,1.8629441166040568,28.267335639925644,-1.422025031870581,
4.06,-1.7,-0.6682394850972787,2.4080434331955605,24.673226465280877,-1.3364789701945574,
4.08,-3.1,-0.6147911465798119,2.929099930809909,21.466736965228,-1.2295822931596239,
4.1,-3.8,-0.5511296375811743,3.4280439313555022,17.36538387085622,-1.1022592751623486,
4.12,-1.4,-0.4779141834728414,3.8832918022139866,13.603329194476618,-0.9558283669456829,
4.14,1.6,-0.3967059093677867,4.226414816468348,12.668000707525053,-0.7934118187355734,
4.16,2.6,-0.3099154137460502,4.440940854945443,12.16077486610298,-0.6198308274921004,
4.18,0,-0.21974366120174904,4.564210173284363,9.55446532485349,-0.4394873224034981,
4.2,-1.5,-0.1273134867267482,4.666512135843639,3.266901366402903,-0.2546269734534964,
4.22,-1.4,-0.03327848514841704,4.724537310536752,-1.9673266708375619,-0.06655697029683408,
4.24,-2.9,0.0611500573739401,4.705910802732593,-5.588194078296451,0.12230011474788019,
4.26,-5,0.15476457077295974,4.643296853553557,-10.76034202936129,0.3095291415459195,
4.28,-4.1,0.24681686373692427,4.549933054843378,-16.45922356953464,0.49363372747384854,
4.3,-1.9,0.33611044277438745,4.367900071904951,-19.01576795433406,0.6722208855487749,
4.32,-0.4,0.42064593094880737,4.074889803947031,-20.042632990242872,0.8412918618976147,
4.34,2.4,0.4983948342008872,3.6902500982222626,-21.467030908255197,0.9967896684017744,
4.36,7.4,0.5673306295872155,3.1948783033339256,-21.201756259411187,1.134661259174431,
4.38,12.5,0.6248838060143,2.5536698479697377,-18.232134700121875,1.2497676120286,
4.4,14,0.6682258467889637,1.7758071542503542,-14.54996255875829,1.3364516935779274,
4.42,13.5,0.6954701329963123,0.9460785374709904,-13.812723547750963,1.3909402659926247,
4.44,11.7,0.7061110539881846,0.11765448095790898,-14.420501758763246,1.4122221079763693,
4.46,8.9,0.7005641354954174,-0.6706250914245139,-15.704343796459865,1.4011282709908348,
4.48,6.1,0.679953706320012,-1.386804440170132,-17.42068341278754,1.359907412640024,
4.5,6.7,0.64583105279264,-2.0201730404567075,-18.63480071006418,1.29166210558528,
4.52,8,0.599270700808252,-2.62896801733873,-15.967161391388846,1.198541401616504,
4.54,6.9,0.5407193508382692,-3.2177196733911857,-12.133692600681798,1.0814387016765383,
4.56,6,0.4711477935701678,-3.7296347719800216,-10.294130163907617,0.9422955871403356,
4.58,4.2,0.3921297877156909,-4.161222099029198,-7.911919741396201,0.7842595754313818,
4.6,-2,0.30551525196220697,-4.488419086098853,-6.169164570210045,0.6110305039244139,
4.62,-5.4,0.2143150613332959,-4.619430643760597,-8.719335165314627,0.4286301226665918,
4.64,-7.6,0.1219060973520324,-4.609314750627474,-8.474989096742465,0.2438121947040648,
4.66,-9.9,0.03086332449647434,-4.483137285848598,-7.128332273659836,0.06172664899294868,
4.68,-12.5,-0.056497658343117506,-4.241765214196924,-6.070454038041243,-0.11299531668623501,
4.7,-12.8,-0.13785684713120577,-3.8838943659801903,-5.593436138436336,-0.27571369426241155,
4.72,-9.8,-0.21140458258956185,-3.4617289343828785,-3.1490405423772305,-0.4228091651791237,
4.74,-8,-0.2765820976014995,-3.047963525830685,2.2680787295402602,-0.553164195202999,
4.76,-6.4,-0.33338307364643893,-2.625188962397031,6.151109126664548,-0.6667661472928779,
4.78,-1,-0.3816545159191237,-2.196140772536687,9.495041926114078,-0.7633090318382474,
4.8,3.2,-0.422095938621786,-1.8431220732773987,16.35852038582339,-0.844191877243572,
4.82,4.7,-0.456040733588846,-1.5472612806940043,21.787070285931442,-0.912081467177692,
4.84,4.7,-0.48413792726095795,-1.2591219509654767,24.287677063051333,-0.9682758545219159,
4.86,4.2,-0.5062881039738851,-0.95336453732163,25.04686315999649,-1.0125762079477703,
4.88,1,-0.52208830863487,-0.6249890254996184,25.046835586370108,-1.04417661726974,
4.9,-7.5,-0.5306010740877276,-0.22566905495639666,22.032366013579136,-1.0612021481754552,
4.92,-14.1,-0.5294179327622291,0.34311232397848657,13.271231938058875,-1.0588358655244583,
4.94,-14.1,-0.5156260928943668,1.0333883708062825,5.866523985303395,-1.0312521857887336,
4.96,-12.3,-0.48822529659210395,1.7022435631097754,4.532631439176004,-0.9764505931842079,
4.98,-6.6,-0.44810689390363395,2.303559916890343,4.522129459478355,-0.8962137878072679,
5,-2.5,-0.39749009428505755,2.7508949603771407,8.055216967982751,-0.7949801885701151,
5.02,-3.4,-0.3391986724919892,3.070172935453636,9.733598914769857,-0.6783973449839784,
5.04,-5.7,-0.27484161359727094,3.356701431137872,6.184865369885654,-0.5496832271945419,
5.06,-10.3,-0.2048385070713957,3.6340460604202556,1.016697034870897,-0.4096770141427914,
5.08,-8.8,-0.12895802455655772,3.943624867495222,-6.695652802591677,-0.25791604911311544,
5.1,-4.3,-0.04782116425618334,4.159110249367324,-8.48004373175371,-0.09564232851236668,
5.12,0.6,0.036063160103031386,4.2182062547564145,-7.313942788432587,0.07212632020606277,
5.14,5.1,0.11948581280793814,4.113210166043214,-5.667754516665328,0.2389716256158763,
5.16,3.8,0.199269217075585,3.854953137194105,-4.22011646209233,0.39853843415117,
5.18,0.9,0.2735519049423438,3.5639038107977328,-8.342956423393677,0.5471038098846877,
5.2,-0.7,0.342044258667667,3.276677094220068,-13.83864424534154,0.684088517335334,
5.22,-0.2,0.4046087798201355,2.971922866954514,-17.793702901631995,0.809217559640271,
5.24,2.1,0.46052538466711473,2.6128288451936523,-19.365826721913447,0.9210507693342295,
5.26,3,0.5084078759717306,2.1696747256096964,-18.789086542394926,1.0168157519434613,
5.28,4.1,0.5469279014362621,1.6778757965297466,-19.224392365497277,1.0938558028725243,
5.3,8.2,0.5751525658044028,1.141549770425635,-19.036467303741038,1.1503051316088055,
5.32,10.1,0.5916802794373859,0.509840309216391,-15.350806428284601,1.1833605588747718,
5.34,5.4,0.59514586719254,-0.1628918817678797,-13.334008287843577,1.19029173438508,
5.36,1.8,0.5861518075531438,-0.7346113792512351,-17.463403872656063,1.1723036151062876,
5.38,0.8,0.5665843064138619,-1.2189541162050443,-20.108316981097715,1.1331686128277239,
5.4,0.9,0.5377449010139955,-1.6606349901879036,-19.803273124588152,1.075489802027991,
5.42,0.9,0.5003351533788054,-2.074894708590894,-18.07022325041093,1.0006703067576108,
5.44,-1.6,0.4549873213017896,-2.453443449615739,-16.137253084962705,0.9099746426035792,
5.46,-3.5,0.40297159460685134,-2.740920984048984,-16.4753780272761,0.8059431892137027,
5.48,-5,0.34603068090945127,-2.945418182187805,-16.05034723011415,0.6920613618189025,
5.5,-6.9,0.2857726427746932,-3.0722943898834174,-15.123624033169452,0.5715452855493864,
5.52,-6.4,0.22384578031602087,-3.1121903086067,-14.563809089078065,0.44769156063204174,
5.54,-1.7,0.16151355966712147,-3.1128262134379554,-11.602791921620314,0.32302711933424294,
5.56,-1.6,0.09872256824944206,-3.1579510619864197,-4.406891273518237,0.19744513649888412,
5.58,-0.7,0.035508798535460045,-3.1551087021402933,-1.8123832188213467,0.07101759707092009,
5.6,-3,-0.027330589740072946,-3.1206020091821793,1.5554076767508802,-0.05466117948014589,
5.62,-9.4,-0.08853173992744531,-2.9916193178280315,1.6229069126431532,-0.17706347985489063,
5.64,-11.5,-0.14541320578167452,-2.689419957588808,-2.645429299221239,-0.29082641156334904,
5.66,-8.9,-0.19542344920288612,-2.3055042701182966,-2.9158368293457047,-0.39084689840577225,
5.68,2.5,-0.2379290263811066,-1.9399181211761543,1.2243933658378285,-0.4758580527622132,
5.7,12.6,-0.2751064943080992,-1.7731447132051104,14.029228876536731,-0.5502129886161984,
5.72,16.3,-0.3106896393136207,-1.7804767861337574,25.536759261114902,-0.6213792786272414,
5.74,12.8,-0.34687578341299197,-1.8333080442515635,30.685247884447275,-0.6937515668259839,
5.76,2.7,-0.38312986193398946,-1.7873854491330277,28.599189125665397,-0.7662597238679789,
5.78,-7.7,-0.41617390740174726,-1.5130145007553897,19.700280341285115,-0.8323478148034945,
5.8,-15.1,-0.44143358227557233,-1.010260186469208,10.107958423265629,-0.8828671645511447,
5.82,-10.4,-0.45502929893323024,-0.3483540983468405,2.995163086649775,-0.9100585978664605,
5.84,-2.5,-0.4563008299959696,0.22065295148992978,7.530850516828554,-0.9126016599919392,
5.86,3.2,-0.4478287930782421,0.6249272792489161,14.943980074456265,-0.8956575861564842,
5.88,6.4,-0.4325251404656339,0.9030738606687444,19.934957294926544,-0.8650502809312678,
5.9,3,-0.4124519763788663,1.1013510390741532,22.26775180522199,-0.8249039527577327,
5.92,-1.2,-0.3879190538276508,1.348401350113133,17.80609507062249,-0.7758381076553016,
5.94,-3.8,-0.35783282348969375,1.6558748700588541,12.30242351902755,-0.7156656469793875,
5.96,-5.4,-0.32135498897011067,1.9866910974918175,8.137621554985802,-0.6427099779402213,
5.98,-0.8,-0.27827118416943253,2.315604751370025,4.712743590837311,-0.5565423683388651,
6,0.7,-0.22990644058794396,2.5142536311750314,7.328491183026931,-0.4598128811758879,
6.02,-1.8,-0.17827333658027544,2.642099602497934,6.741901145087081,-0.3565466731605509,
6.04,-6.3,-0.12400765856397833,2.777155443348667,2.048663194283179,-0.24801531712795666,
